韩国自创螺旋机式吃法 一口脱骨你值得拥有,2019-01-23 15:32:11
哈哈哈哈哈哈哈哈哈哈哈哈表情笑死我了 好像吃完一根鸡腿就会唱一首青藏高原！,2019-01-22 22:55:23
这大兄弟的表情很好玩啊，不过穿白衣服还能不弄到身上也是厉害。我平时吃饭已经够慢够细心了，穿白衣服会更慢更细心，酱汁辣油却总会以千奇百怪的方式出现在我的白衣服上。,2019-02-07 08:05:47
"对于弹幕的一点建议：
1.不要对人家外貌评头论足
做视频的人外貌是无关质量的
你是颜控大家能理解，但言论上的侮辱，这样算暴力。类似于猥琐、长得恶心的，你的心灵比这更加丑陋不堪。如果不是梗，请不要这样对待认真做视频的up们，一个视频剪得多辛苦，换来的是你们这样的声音。
2.看到不舒服的弹幕请举报拉黑屏蔽，不要和二傻子较劲过，他们不仅听不进还反咬你们一口。
3.不要因为国籍或者所在地，任意地以爱国为由随意喷着对方，你不是他。也不要用你是中国人这种话来喷国外的up，你是中国人所以你更应该学会谦卑，不是以你是中国人而来的优越感，那样叫欠。过激的愤青同样按照第二条，让他们学会文明理智地爱国。
4.按照党的方针领导，我们应该走中国特色社会主义道路，坚持改革开放，不用狭隘的眼光看世界，对各个国家的文化习俗持尊重而不失友好、兼容并蓄的态度。
最后
谢谢up为了做视频委屈了自己的胃。
你的吃相很可爱，有一种满足感。
（如果有人复制粘贴我也会很开心的哈哈哈哈哈）",2019-02-01 22:03:00
比千寻她爸吞食物的样子更胜一筹,2019-02-10 21:42:20
对会吃饭的男生毫无抵抗力,2019-01-30 21:03:57
那些喷胖的喷手臂粗的，那是肌肉，练的，经常健身房拿铁，需要的热量自然会高。而且这位并不是经常这么吃的，体脂率不会高，倒是一些催吐吃播瘦瘦的实在是不健康。,2019-02-17 21:21:44
只有我一个人觉得小哥哥好可爱吗，看着他吃感觉超级好吃，搞怪得想拍他脑袋233,2019-02-13 01:21:58
都说没有一只鸭可以活着走出南京，我觉得没有一直鸡可以活着走出韩国🇰🇷可怕,2019-02-02 19:46:38
想和他舌吻偷他嘴里的肉吃[蛆音娘_滑稽],2019-01-19 19:07:51
每次看别人吃炸鸡喝肥宅水就觉得世界上可能没有比这更好吃更令人快乐的东西了，而自己真吃上了就口区口区口区了(´･_･`),2019-01-17 14:45:07
啊呀呀，为什么他们吃这么多都不胖。而我，喝点水就像饼干被泡发了一样(°∀°)ﾉ,2019-01-16 20:15:58
每次小哥喝完可乐甩头噘嘴的时候莫名总感觉他会蹦出来一个爽字╮(￣▽￣)╭,2019-01-22 18:14:50
吃出了一脸高潮的表情2333333,2019-01-26 19:55:20
有弹幕说会腻，但是!我管他腻不腻的，反正我现在很饿!(´；ω；`),2019-01-24 03:42:43
我真的无法抗拒韩国的甜辣酱，虽然韩餐基本上都一个味道，但是超级喜欢吃！着迷啊。。。,2019-01-15 11:24:57
你说如果吃播吃了半天发现他没开录像会怎么样,2019-01-19 02:10:18
他几乎不吧唧嘴，没有“各位老铁们今天一口吞鸡腿”所以我们的反应和对某手不一样,2019-02-02 20:50:15
"啊啊啊，为什么    为什么      为什么
我要在半夜看这个视频，啊啊啊啊啊啊啊啊啊，好饿，我...要..吃人......                  


做的美食。( ´_ゝ｀)",2019-02-11 23:56:38
我觉得小哥吃地挺享受的啊，为什么一些小朋友偏要来杠呢？？？？不喜欢你也可以左上角啊……[小电视_嘟嘴],2019-02-08 01:43:03
"我：我也想这么吃（口水）
秤：你敢！！！",2019-03-30 19:37:10
我一看他吃东西，我就觉得韩国吃播竞争真的太激烈了……,2019-03-29 22:37:31
我看他吃完，我也去家里的缸里拿了两根腌好的萝卜干，吃的也是嘎嘣脆，就是太咸了，我正想扌,2019-01-16 02:21:45
求求你了 把你的桌子给我嘬几口，谢谢。,2019-05-10 05:44:08
这个酱……白衣服？勇士！(°∀°)ﾉ,2019-01-16 15:50:26
我要是吃这些的话就不会带手套了，因为舔手指才是美食的精髓,2019-01-23 21:31:41
这得拉多少屎？,2019-01-15 22:16:07
弹幕一堆看不惯人家的想打人的，你家里人吃饭表情你看不惯是不是要往你马脸上来一拳？做人留点底线,2019-02-01 00:48:13
好喜欢这种不吧唧还不嗒嗒嗒讲话的，AMSR的听得也很爽,2019-02-17 19:19:53
你们看吃播开胃   我就不一样了 我为了消食[芮小凸小凹_哼],2019-02-23 21:04:09
我真想有你那张开挂的嘴，和交了保险的胃,2019-01-25 21:26:17
弹幕都在刷羡慕他吃不胖，而我是吃不起，穷人家的孩子，我酸了,2019-02-23 11:19:35
这是我到目前为止看吃播吃的最香，我看的最特么爽的一次！！！！,2019-02-02 12:57:14
我为什么要在半夜三点点开这个视频🌚,2019-01-26 02:54:26
到最后他吃完之后我居然习惯性的说了一句“把骨头带给小狗吃”[2233娘_汗],2019-01-20 21:14:31
"哈哈哈哈看他吃东西真是恶心中带着爽，爽中带着恶心。
明天就去买炸鸡吃",2019-02-17 19:21:55
弹幕里说中国这么吃会被喷死，外国人吃全都在这夸，老铁子，你要不要爆个头，人家这是吃播诶。,2019-01-31 20:49:21
UP你其实是可以一口一口吃的，不用强人锁男、男上加男、左右为男、勉为其男的一口闷下去,2019-02-01 12:47:27
这真是我最想打的一个吃播，小表情多得别人不知道他有多享受一样哈哈哈哈(ಡωಡ)hiahiahia,2019-01-19 13:52:19
他吃的好幸福，还有弹幕是怎么回事，乌烟瘴气的,2019-05-01 08:23:24
吃了这么久衣服居然还是白的🌝,2019-01-24 04:56:47
说实话，我真的想让他把头尾的软骨给啃了。。。好难过啊啊啊啊啊啊啊！！！,2019-01-21 23:25:41
有这么多人不看春晚看这个嘛,2019-02-05 00:04:41
他做了我一生最想做的事，为什么我是一名永远在减肥路上的女生[大哭],2019-04-26 23:01:24
为啥弹幕都讲他表情欠打啊。我觉得挺可爱的啊？？,2019-02-13 18:03:41
我看他吃鸡，笑着笑着就哭了，真tm哭了……大半夜去泡面去了……,2019-01-24 23:19:09
涂完口红女生们可以借鉴一下这种吃法,2019-01-26 13:59:15
这个表情就是我减肥的时候，闺蜜在旁边吃东西的表情(╯°口°)╯(┴—┴,2019-01-21 06:26:18
这个手套是不是戳屁屁用的那种,2019-01-16 23:55:42
这个小哥哥是专门给厌食症患者看的，请你们嘴下留情,2019-04-26 20:03:15
为什么这么多杠精啊，表情我觉得挺好的啊，吃到好吃的不做享受的表情难道要冷着脸吗,2019-01-30 12:07:05
没有夜宵，早餐也还没出的凌晨，我快饿死了,2019-01-19 04:48:59
这是我看完的唯一一个韩国吃播，他好有趣，贱贱的,2019-04-22 11:56:07
"我凌晨两点看了他吃了二十分钟的鸡腿？？？？？？？？？？？？？
Md老子叫外卖，我馋死你",2019-01-31 00:43:10
这不掺假的粗旷的吃法太接地气了必须点赞啊,2019-04-03 04:19:01
我都要馋哭了。。。真的想哭，好想吃垃圾食品,2019-01-30 20:58:14
千万不要在半夜看！真的，本人的教训，半夜三更硬是炸了俩鸡腿(•́ω•̀ ٥),2019-02-04 11:39:30
我一直想这样吃，可我的钱包不允许我这么做,2019-03-24 02:33:42
刚在一个吃鸡腿的视频下发现最近评论都是在说央视批评啊，浪费可耻的。然后从相关视频来到这，果然，跟风小鬼和小粉红无处不在,2020-08-16 14:10:51
他吃的也太爽了吧，我也想当一个这样没有顾虑的肥宅,2019-03-18 20:57:16
再也体验不了这种吃法了，不是肉塞牙，就是口腔溃疡，或者牙周炎，又或者上火,2019-03-15 18:38:06
刚起床就看吃播，FEI一般的感觉(&#39;;°; ʚ ;°;),2019-01-15 12:18:10
为什么这么多人骂他啊...觉得恶心就点出去嘛 这小哥挺努力的 他很好的！,2019-02-25 18:26:03
看他吃的好幸福……,2019-02-21 15:02:21
我撒叻，这肌肉还能假吃还能催吐，佛了。一年前弹幕喷他整容，我觉得没脑子，整了容哪敢这么大口吃饭。现在喷他假吃，说国家倡导节约，我又傻了，人家是韩国人，而且他的假吃根本没有实锤，现在开喷压根就是造谣。更何况你在这喷半天有个屁用，这只是搬运，人家本人在油管，根本看不到你们的nt发言。也别说我是什么han（dbq爷找不到那个旗，不知道那群骂别人是这个的时候是怎么那么清楚的找到的）卫兵，我说我是纯中国人爱国的时候你还不知道在哪敲键盘呢。,2020-08-27 03:58:32
此时此景我想鲨了吃野味的憨批，不然我也可以快乐。,2020-02-08 00:21:15
"这期视频做的非常好，我非常喜欢
我得了新型肺炎，现在正在被隔离治疗
我希望我的这条评论可以上头条
因为这可能是我有生之年最后一次评论了！
已3连关注
顶着肺炎看视频，正在输水",2020-08-21 21:59:05
不知道这是第几次看这个视频了 这还要从一只蝙蝠说起,2020-02-07 22:51:14
为什么评论总有人喜欢提快手？区别？不同的平台，不同人吃不同东西，说的话不同，风格不同，表现力不同，够了吗？快手也有好的吃播，优越什么？,2019-04-22 19:06:04
哈哈哈哈哈哈哈哈哈哈哈哈哈哈大半夜的我本来好困 看到他的沙雕表情 给我笑崩起来,2019-02-13 03:46:40
刷口区的什么心态 不喜欢不可以走吗非得刷一下存在感 fo了[蛆音娘_无语][蛆音娘_无语],2019-02-14 23:56:28
一点也不夸张好吧  吃爽了就是这种升天的表情╮(￣▽￣)╭,2019-02-04 01:58:10
这种狂野的吃法也算帮我要我完成了梦想，我曾经就梦想我能这么吃一顿。。。。,2019-02-24 00:03:00
"我！超爱炸鸡和肥宅快乐水！
现在春节了外卖都停了，店都关了，现还是凌晨2点，你让我怎么办……
（两天吃了三只白斩鸡的我，怕不是黄鼠狼转世。。。）",2019-02-01 02:04:52
弹幕里一直刷 节约粮食 的是同一个人吗？ 人家都吃了有浪费吗？ 举报了！你这么节约的人，那你节约节约时间别看了，谢谢！,2020-08-28 05:36:22
凌晨三点看着这个视频我陷入了d深深的后悔,2019-02-04 03:04:17
你们可以戴着耳机闭上眼睛听那声音，脑补一下猪进食的画面(=・ω・=),2019-01-22 21:37:56
"看个吃播：
他好丑（评论外貌）
肯定不好吃
做作
干嘛吃这么多？
综上所述送宁一句话：宁有毛病？不看吃来当杠精？不就图开心吗？看吃播不是给你来刷存在感的[无语][无语]",2020-07-13 13:30:39
会有人在减肥的时候专门搜吃播来看吗[呆],2019-05-14 19:52:09
原来我室友看我吃饭是这样的感觉啊。。。,2019-05-11 02:22:39
点开这个视频看了一半我都快要饿死了然后舍友回来了，带了我记得好像有，烤粉丝，花甲，烤面筋，烤鱿鱼，还有炸鸡什么的，然而并没有给我，倒是给了我个滚，当时我人是崩溃的，但是过来大概两分钟吧又一个舍友回来了带了同样都东西说是给我的，当时我是就直接从床上跳起来了[小电视_害羞],2019-03-14 22:39:03
曹，明天去买10个炸鸡腿，1瓶番茄酱，一瓶沙拉，看能不能吃出这个表情,2019-01-29 00:34:22
被他喝可乐的那个转头笑死哈哈哈哈,2019-01-17 18:25:16
尿过来的扣个1[妙啊],2020-01-05 00:37:09
这两天就喝了粥的我看着看着流下了泪( ´_ゝ｀),2019-03-22 23:38:15
我不管他吃的香不香表情欠不欠打，我只想趁他不注意想从屏幕里扣几个鸡腿下来，疯狂咽口水(´；ω；`),2019-01-30 01:13:55
这么多鸡腿不也都全吃完了？有浪费粮食吗？一些傻篮子视频还没看完就开始喷了[呲牙],2020-08-16 04:33:05
我觉得他有可能跟另外一个韩国吃播小哥一样帮助厌食症患者所以才这么做 就算没有效果也做到了,2019-01-26 21:33:37
看个吃播bb什么，人家吃的胖，吃的多，人家是为了帮助厌食者，要不他才不干这行呢，他为了帮助叶使者，很多食物都吃不完，硬塞进去了，而且还要表现得非常快乐，你们知道他的痛苦，他吃这么一顿怎么地也要跑12个小时，才成了现在这个身材,2020-08-17 14:17:41
"弹幕里有一条“这咀嚼的声音真烦”
这种视频不是专门听声音的吗？烦？[笑]",2020-08-21 22:22:42
弹幕啥毛病，沙拉酱都给我打黄色问号，脑子里只有黄色废料？,2020-04-16 01:17:15
？？拖进度条，上一秒还在倒可乐，下一秒鸡腿就剩光秃秃的骨头了,2019-01-18 18:28:38
半夜1点看吃播我是真的有毒,2019-01-16 01:40:45
穿越时间来宣传什么呢？首先人家吃完了而且也不是哗众取宠的那种再次他还不是中国的,2020-08-14 10:20:54
"对于弹幕的一点建议：
1.不要对人家外貌评头论足
做视频的人外貌是无关质量的
你是颜控大家能理解，但言论上的侮辱，这样算暴力。类似于猥琐、长得恶心的，你的心灵比这更加丑陋不堪。如果不是梗，请不要这样对待认真做视频的up们，一个视频剪得多辛苦，换来的是你们这样的声音。
2.看到不舒服的弹幕请举报拉黑屏蔽，不要和二傻子较劲过，他们不仅听不进还反咬你们一口。
3.不要因为国籍或者所在地，任意地以爱国为由随意喷着对方，你不是他。也不要用你是中国人这种话来喷国外的up，你是中国人所以你更应该学会谦卑，不是以你是中国人而来的优越感，那样叫欠。过激的愤青同样按照第二条，让他们学会文明理智地爱国。
4.按照党的方针领导，我们应该走中国特色社会主义道路，坚持改革开放，不用狭隘的眼光看世界，对各个国家的文化习俗持尊重而不失友好、兼容并蓄的态度。
最后
谢谢up为了做视频委屈了自己的胃。
你的吃相很可爱，有一种满足感。
（如果有人复制粘贴我也会很开心的哈哈哈哈哈）",2020-08-26 22:46:51
这。。评论和弹幕有些人入站考试怎么过的？？？,2020-08-25 10:59:26
"淡黄的酱料，通红的鸡腿
一个人在房间挨饿着看吃播
美团的外卖，空荡的钱包
就只剩我一个人在被窝里大哭",2020-05-07 20:06:56
"别人吃播给人的感觉是
面无表情的
很痛苦的
他吃播是
啊~
爽~
鸡腿赛高！
可乐赛高！",2020-04-24 16:44:04
他竟然完全没有搞脏衣服！！,2019-02-18 19:03:51
羡慕这些能吃会吃的人，身患肠胃炎的表示真不好受[小电视_哭泣],2019-02-15 19:30:34
感觉小哥吃着吃着和鸡恋爱了,2019-02-10 10:43:28
他未来的男朋友以后肯定很幸福……,2019-01-31 21:58:59
你们这个是什么视频啊，你们这是害人不浅啊你们这个视频。麻烦你们，真的太过分了你们搞这个视频干什么，我儿子每一一科的成绩都不过那个平均分呐，他现在初二。你叫我儿子怎么办啊，他还不到高中啊好不好。你们这是什么视频啊， 你们害死我儿子了。谁是up快点出来你们up，再不来我去报警了啊。我跟你们说你们这一帮人啊，一天到晚啊搞这些什么游戏啊动漫啊会害死你们哒!你们没有前途我跟你说你们这几万个人好好学习不好吗，一天到晚在.上网有什么意思，有什么意思啊。麻烦你们重视一下你们生活的目标好不好有一点学习目标好不好。--天到晚_上网是不是人啊，你们一天到晚上网不好好学习会没前途的。游戏害死人。,2019-02-18 19:46:23
巴西内,2020-01-05 21:14:05
为什么减肥的我反而超想看吃播,2019-05-09 16:11:00
自从喜欢看他的吃播后，我一个妹子，从吃饭时一筷子夹几粒米、嗦粉时一根一根嗦变成了他这个吃相，虽然嘴巴没那么大，但是绝对有气吞山河、吞噬一切的气势。就觉得这样吃好爽啊。,2019-02-25 19:41:52
快手要是这要吃，弹幕肯定是另一种风格了,2019-03-24 13:47:26
你说嘛，有多少人不是从蛋黄派那里过来的[呆],2020-01-05 15:15:19
吃野味的你们没有家！！！！QAQ我一点都不想吃……一点都不……一点都不……噫呜呜噫（委屈）,2020-02-12 05:12:00
怎么回事，是命运的安排吗？派派的视频下面首推就是这个[笑哭],2020-01-05 02:39:21
真心怀疑小哥吞个灯泡也能给吐出来😂这嘴简直就是黑洞啊哈哈哈,2019-02-09 17:22:53
实不相瞒，这位吃鸡腿的音频…………和猪吃食的音频能重到一块………………,2019-02-03 23:25:50
吃播玩你ma屎尿梗？很好笑是吗？,2020-08-25 01:00:17
我想说响应国家号召是好事吧但是刷也得分地方啊别无脑刷人家想吃这么多你不给他吃？而且他吃完了没浪费,2020-08-23 12:51:58
我的梦想是这样子吃东西....大概不能实现了,2019-03-29 02:50:15
十六个腿啊，太恐怖了！这可是整整的两只鸡啊！！！,2019-01-24 21:22:33
"对于弹幕的一点建议：
1.不要对人家外貌评头论足
做视频的人外貌是无关质量的
你是颜控大家能理解，但言论上的侮辱，这样算暴力。类似于猥琐、长得恶心的，你的心灵比这更加丑陋不堪。如果不是梗，请不要这样对待认真做视频的up们，一个视频剪得多辛苦，换来的是你们这样的声音。
2.看到不舒服的弹幕请举报拉黑屏蔽，不要和二傻子较劲过，他们不仅听不进还反咬你们一口。
3.不要因为国籍或者所在地，任意地以爱国为由随意喷着对方，你不是他。也不要用你是中国人这种话来喷国外的up，你是中国人所以你更应该学会谦卑，不是以你是中国人而来的优越感，那样叫欠。过激的愤青同样按照第二条，让他们学会文明理智地爱国。
4.按照党的方针领导，我们应该走中国特色社会主义道路，坚持改革开放，不用狭隘的眼光看世界，对各个国家的文化习俗持尊重而不失友好、兼容并蓄的态度。
最后
谢谢up为了做视频委屈了自己的胃。
你的吃相很可爱，有一种满足感。
（如果有人复制粘贴我也会很开心的哈哈哈哈哈）",2019-08-28 19:20:30
“看胳膊就知道是个打了瘦脸针的死胖子”哈哈哈哈8好意思人家是壮哦，一拳把你马打飞的那种哦[惊喜],2019-03-28 17:18:15
第一眼把成堆的鸡腿看成了狮子头,2019-02-08 19:42:06
我相信如果我不会出现牙缝卡肉的情况下，也是可以做到的,2019-01-25 22:29:35
"韩国小哥哥一口秒 弹幕:哇小哥哥好可爱 好想吃哦！
快手小哥哥一口秒 弹幕：哇真恶心 不吧唧嘴好评！
刚才看见了一个土味视频嘿嘿嘿
勿喷",2019-01-17 18:31:00
说恶心的人简直莫名其妙 不喜欢看退出不行么,2020-08-25 09:16:13
说浪费粮食的老时空警察了[呲牙],2020-08-21 19:24:12
在B站看吃播不能搜索吃播,2020-08-20 21:54:02
让我看看有多少时空小警察😊,2020-08-14 12:34:27
这个吃播吃东西为什么一脸高潮(´-ι_-｀),2019-02-11 20:56:29
正在减肥的我，两点多点开视频，，，,2019-02-08 02:12:24
他吃东西真的是又痛苦又享受有点变态…,2019-01-21 13:44:32
看他那幸福的贱样我想一脚踢飞(⌒▽⌒),2019-01-20 16:32:52
让我猜猜，是不是有好多pxj来这里骂大胃王？[星星眼][哦呼][阴险],2020-08-27 08:49:25
"1.人家是韩国人
2.看他的身材，超级壮，每天都健身",2020-08-25 08:13:02
"对于弹幕的一点建议：
1.不要对人家外貌评头论足
做视频的人外貌是无关质量的
你是颜控大家能理解，但言论上的侮辱，这样算暴力。类似于猥琐、长得恶心的，你的心灵比这更加丑陋不堪。如果不是梗，请不要这样对待认真做视频的up们，一个视频剪得多辛苦，换来的是你们这样的声音。
2.看到不舒服的弹幕请举报拉黑屏蔽，不要和二傻子较劲过，他们不仅听不进还反咬你们一口。
3.不要因为国籍或者所在地，任意地以爱国为由随意喷着对方，你不是他。也不要用你是中国人这种话来喷国外的up，你是中国人所以你更应该学会谦卑，不是以你是中国人而来的优越感，那样叫欠。过激的愤青同样按照第二条，让他们学会文明理智地爱国。
4.按照党的方针领导，我们应该走中国特色社会主义道路，坚持改革开放，不用狭隘的眼光看世界，对各个国家的文化习俗持尊重而不失友好、兼容并蓄的态度。
最后
谢谢up为了做视频委屈了自己的胃。
你的吃相很可爱，有一种满足感。
（如果有人复制粘贴我也会很开心的哈哈哈哈哈）",2020-08-24 15:37:22
"我深知在他人的视频底下为别的视频引流是何等的不礼貌，我也为自己的行为向看到这条评论的所有人道歉，但是当一个(涉及全国范围)的巨大黑幕被人(实名举报)时所掀起的波涛竟不及商标抢注或豫章书院一类的事件实在令我感到骇然，所以我愿意承担滚进小黑屋的风险，在这里恳请大家去看看 AV83765790 ，无论如何，我都希望这位敢于(实名举报)一个市值上百亿的企业的up主能够安全。
最后，请允许我再一次向所有被我影响到的人道歉，但我实在是无法忍耐。
我不是，也不会去做正义的使者，但我不希望那些传火的人悄然消失在黑暗中",2020-01-19 08:48:41
蛋黄派底下果然第一个推荐就是这个[无语],2020-01-05 00:09:34
我想看倒放🌝,2019-01-24 21:39:14
说央视警告的服了，人家韩国的[抠鼻][抠鼻][抠鼻],2020-08-22 18:02:16
这身材吃这些很正常好吧，一个个的小鸡仔没吃过饭呢?人均一米五?,2020-08-28 21:42:29
弹幕里人身攻击的都什么心态？谁逼着你按着你头来看这个视频了吗？不爱看就滚啊嘴巴干净点不行吗？[热词系列_问号],2020-08-21 00:02:35
评论区时空警察和ky小鬼真多啊[支持],2020-08-18 02:15:26
弹幕太恶心了吧…人家怎样吃关你屁事，爱看不看不看出门左转谢谢啊(￣ε(#￣) Σ,2019-03-22 19:02:18
饿了就搜吃播，这个习惯要不得啊[小电视_汗],2019-02-26 21:59:46
这几天来看的最爽的一个吃播，刨笔刀式吃法,2019-02-15 19:38:51
吃鸡腿的时候，那笑的好猥琐好可爱阿啊啊啊啊啊啊啊啊我喜欢,2019-02-03 13:52:10
我想看倒放,2019-01-30 20:12:01
石锤了，是个张口闭眼男(｀・ω・´),2019-01-28 08:01:26
大半夜的简直太折磨人了，妈在家又不敢叫外卖，awsl,2019-01-20 01:43:58
被饿到的兄弟们要这么想，仔细想想，他每吃一口就要比你少活几分钟。,2019-01-19 18:09:12
在咽口水的有多少…表示不断在分泌……,2019-01-17 15:14:17
从蛋黄派刚刚过来的点个赞👍,2020-01-05 23:33:53
说他表情做作的你一定没经历过因为吃达到幸福巅峰的感觉,2019-03-31 17:50:35
明人不说暗话，他这个表情，我想打他,2019-01-16 23:42:15
央视新闻这哥们被打码放原视频，其实做他这行吃播的就很难受，损害自身健康来博得他人爽快（吃播本身就是个畸形行业），浪不浪费我不知道，真吃还是假吃也不敢瞎说，自己看爽就行了,2020-08-30 18:46:01
人家不是肥宅好不好，人家健身很厉害，肌肉很发达,2020-08-13 16:32:50
为什么，刷吃播视频总能回到转笔刀,2020-08-05 18:14:12
刷个鬼的凡尔登啊？？？尊重历史懂不懂？？？悲剧是被你们拿来开玩笑的吗？？？有些弹幕我真是服了[笑][无语],2020-07-07 14:19:42
有的弹幕好恶心啊……不想看退不就行了，公猪什么的也太人身攻击了？嘴那么不值钱？,2020-06-28 23:55:13
播放量一多就有一大堆憨憨跑来说什么吃相恶心，动作粗犷，还说假吃的。。。这群人真恶心,2020-04-02 15:16:10
因为疫情困在家里的我简直馋哭了,2020-02-07 22:29:58
好饿[大哭]不能点外卖的日子太难啦[大哭][大哭],2020-02-06 02:21:50
肯德基我想你了，我想出门[大哭][大哭][大哭],2020-01-29 19:46:42
尿啊[doge],2020-01-05 00:50:04
我：我想这样吃！钱：不！你不想。,2019-03-30 10:10:29
说韩国肉贵的其实没什么意义，因为他们福利好工资高，不要被综艺欺骗了呀，有是有没那么夸张,2019-03-26 00:10:15
饿啊……ಠ_ಠ好饿啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不我要睡觉了ಠ_ಠ我不能吃不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能ಠ_ಠ,2019-03-20 21:47:34
想打他看看是他打你还是你打他,2019-02-17 20:53:50
哈哈哈，他吃的真的好高兴,2019-02-16 01:35:20
住院禁食的我看这个真爽,2019-02-15 10:29:47
这是我看过的唯一吃到高潮的吃播，比大拇指还魔性。,2019-02-10 22:17:37
ky宝宝简直了，蠢蠢的真可爱，好像嘴大，饭量大，享受美食的表情啥的是一种侮辱一样似的，没人强迫你们看，别人的事和你们也没毛关系，小老弟。,2019-02-08 10:49:27
告诉你个秘密 你吃东西不摆出享受的表情 这个鸡腿也有味道,2019-02-04 00:28:23
我莫名感觉他有点像林更新(｀・ω・´),2019-01-28 14:36:02
卧槽，看他这幅样子，我一点都不想减肥了，吃踏马的,2019-01-27 18:43:44
把鸡腿放入嘴中咬住往前滑酱汁崩出来少女叫了几声把父亲被吸引看着少女想了想拿出来了一个像鸡腿的东西但更大还有缝隙塞入少女嘴中是猪腿,2019-01-26 07:11:55
第一次看觉得可怕中带着可爱 现在就是越看越可爱 我应该不是一个人[小电视_笑],2019-01-25 23:45:49
好搞笑啊，看个吃播被笑死😂,2019-01-25 16:48:17
倒放肯定更带劲,2019-01-24 23:11:10
看着他的可乐，看着他的鸡腿，在看着我的面条，在看着我的面条汤水,2019-01-23 16:45:18
口水疯狂分泌...面无表情,2019-01-23 10:16:44
求倒放,2019-01-21 17:57:09
"我妈眼中
我吃东西时候的样子
〔女孩子吃东西莫像逃荒出来的一样〕
( ´_ゝ｀)",2019-01-20 09:50:42
如果把鸡腿打上马赛克。。(｀・ω・´),2019-01-19 20:42:55
我想打他 看着他吃 自己却没有 仿佛在炫耀“我有鸡腿”🌚,2019-01-19 18:27:37
我哭辽，半夜三点为什么要看,2019-01-19 03:25:58
所以长相和吃相没直接关系。。[芮小凸小凹_哎],2019-01-17 23:49:51
现在是1月16日晚上，我被推荐了这个视频，感觉自己可能熬不过去了，就算见到了明天的太阳，也许这只是一个开始，总结一句话：我迟早饿死在这破站(´；ω；`),2019-01-16 22:04:57
只有我一个人感觉他闭眼睛的时候像肖央吗╮(￣▽￣)╭,2019-01-16 12:32:02
